epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,886.92,0.94311,0.9526,0.27396,0.60668,1.26241,0.95381,1,0.98499,0.72438,0.93232,0.97778,0.95888,0.87521,0.94358,0.44268,0.04061,0.4448,1.35797,0.001703,0.001703,0.001703
122,892.574,0.88772,0.82433,0.26103,0.57835,1.24667,0.96554,0.98889,0.99226,0.69789,0.95458,0.97778,0.97339,0.86678,0.98187,0.47315,0.02069,0.45319,1.52082,0.00170053,0.00170053,0.00170053
123,898.22,0.87915,0.93584,0.26366,0.57349,1.25004,0.94347,0.98889,0.98802,0.72954,0.91166,0.95556,0.94676,0.79098,0.9244,0.72458,0.03726,0.47588,1.3826,0.00169805,0.00169805,0.00169805
124,903.88,0.86528,0.93472,0.2924,0.5932,1.22659,0.94693,0.99131,0.9912,0.7041,0.93639,0.98146,0.9796,0.91258,0.98497,0.39125,0.02713,0.46995,1.45265,0.00169557,0.00169557,0.00169557
125,909.538,0.90365,1.08913,0.2779,0.57595,1.26498,0.9677,0.9988,0.98789,0.72759,0.93542,0.9656,0.94525,0.87779,0.96764,0.47199,0.02308,0.46633,1.37165,0.0016931,0.0016931,0.0016931
126,915.183,0.92203,1.02824,0.27186,0.60344,1.27233,0.94239,0.98889,0.98376,0.734,0.94239,0.98889,0.96821,0.91279,0.95655,0.37829,0.03585,0.46678,1.34674,0.00169063,0.00169063,0.00169063
127,920.818,0.87484,0.95226,0.26229,0.57888,1.21893,0.95638,0.9746,0.98514,0.72774,0.93459,0.95257,0.94235,0.82136,0.92788,0.68035,0.03995,0.48489,1.34785,0.00168815,0.00168815,0.00168815
128,926.461,0.86926,0.98834,0.27659,0.57695,1.22052,0.91758,0.98963,0.98474,0.73123,0.93898,0.93333,0.96076,0.88548,0.96358,0.46508,0.03546,0.49833,1.34847,0.00168567,0.00168567,0.00168567
129,932.103,0.89391,0.98479,0.26925,0.57627,1.23178,0.95688,0.98636,0.99086,0.71521,0.93533,0.96426,0.96573,0.90788,0.96051,0.41813,0.0403,0.46879,1.423,0.0016832,0.0016832,0.0016832
130,937.753,0.87635,0.893,0.26853,0.56963,1.26125,0.92651,0.98889,0.98493,0.74004,0.90554,0.96667,0.95933,0.87655,0.90815,0.45438,0.02104,0.48221,1.33017,0.00168073,0.00168073,0.00168073
131,943.395,0.90102,0.90933,0.23845,0.58635,1.23124,0.96478,0.98889,0.98926,0.71123,0.9431,0.96667,0.95669,0.89646,0.94545,0.43714,0.02438,0.45478,1.39432,0.00167825,0.00167825,0.00167825
132,949.06,0.89104,0.83353,0.25843,0.58224,1.23909,0.95585,1,0.98953,0.74414,0.92331,0.96667,0.94003,0.87171,0.92489,0.47817,0.05191,0.43831,1.30853,0.00167577,0.00167577,0.00167577
133,954.717,0.88679,0.84204,0.27663,0.57308,1.2436,0.94713,0.99524,0.98963,0.74313,0.91558,0.96409,0.9389,0.86854,0.93578,0.39987,0.04859,0.47603,1.33137,0.0016733,0.0016733,0.0016733
134,960.362,0.92532,0.79956,0.28053,0.60591,1.29376,0.96677,1,0.9905,0.74952,0.94521,0.97778,0.95384,0.92335,0.90826,0.36776,0.05766,0.47209,1.29188,0.00167083,0.00167083,0.00167083
135,966.219,0.89229,0.87989,0.26708,0.60273,1.23385,0.94306,0.98889,0.98461,0.72684,0.92172,0.96667,0.94591,0.85845,0.89836,0.4808,0.07772,0.50138,1.32626,0.00166835,0.00166835,0.00166835
136,971.862,0.88791,0.93778,0.28203,0.58683,1.25281,0.94651,0.97778,0.98921,0.73157,0.90336,0.93475,0.92895,0.87729,0.92685,0.4392,0.01383,0.47414,1.31458,0.00166588,0.00166588,0.00166588
137,977.503,0.87069,0.68618,0.23437,0.56056,1.23127,0.94339,0.97778,0.98804,0.71499,0.94339,0.97778,0.97202,0.89389,0.96872,0.37594,0.06307,0.46404,1.37657,0.0016634,0.0016634,0.0016634
138,983.144,0.90085,0.78383,0.23726,0.59092,1.25288,0.95206,0.98889,0.98561,0.7228,0.94136,0.97778,0.95567,0.89171,0.94709,0.33978,0.04209,0.45277,1.34031,0.00166092,0.00166092,0.00166092
139,988.787,0.85725,0.78173,0.25996,0.54998,1.22686,0.95903,0.98889,0.99064,0.72638,0.94779,0.97778,0.97396,0.84051,0.96201,0.45961,0.03759,0.43428,1.37282,0.00165845,0.00165845,0.00165845
140,994.424,0.82705,0.74763,0.22305,0.52732,1.19157,0.96757,1,0.99168,0.69553,0.94589,0.97778,0.96622,0.92135,0.96533,0.38682,0.04591,0.44548,1.44958,0.00165598,0.00165598,0.00165598
141,1000.08,0.85301,0.72135,0.24276,0.56289,1.22563,0.96639,1,0.99154,0.72581,0.93376,0.96667,0.93329,0.8987,0.94757,0.39108,0.02515,0.43791,1.37638,0.0016535,0.0016535,0.0016535
142,1005.74,0.87073,0.62833,0.21879,0.56302,1.22005,0.95551,1,0.9914,0.71599,0.92352,0.96667,0.93687,0.88272,0.93425,0.39318,0.01759,0.43658,1.41726,0.00165102,0.00165102,0.00165102
143,1011.41,0.87991,0.80936,0.2547,0.55032,1.25179,0.96766,1,0.99094,0.74557,0.93495,0.96667,0.93246,0.86823,0.89506,0.42163,0.01498,0.42559,1.36577,0.00164855,0.00164855,0.00164855
144,1017.06,0.88638,0.80149,0.24855,0.57865,1.23383,0.96367,1,0.99058,0.72941,0.93138,0.96667,0.93548,0.87253,0.92882,0.36146,0.02984,0.4656,1.36627,0.00164608,0.00164608,0.00164608
145,1022.71,0.85456,0.8262,0.25178,0.54196,1.19991,0.97173,1,0.99116,0.73351,0.95014,0.97778,0.95926,0.89259,0.93019,0.38776,0.03696,0.42998,1.38006,0.0016436,0.0016436,0.0016436
146,1028.36,0.88448,0.72159,0.25699,0.5926,1.25125,0.9717,0.98889,0.9923,0.75269,0.94951,0.96667,0.95909,0.88898,0.89691,0.39751,0.02568,0.41594,1.33639,0.00164113,0.00164113,0.00164113
147,1034.01,0.84918,0.72294,0.21866,0.56732,1.2201,0.96989,0.97778,0.98832,0.755,0.94754,0.95556,0.95827,0.87815,0.89624,0.43427,0.01572,0.45977,1.31774,0.00163865,0.00163865,0.00163865
148,1039.68,0.83832,0.71023,0.24593,0.54562,1.22352,0.94623,0.97764,0.98435,0.73614,0.93606,0.97605,0.96886,0.88429,0.94443,0.42258,0.03095,0.49838,1.35549,0.00163618,0.00163618,0.00163618
149,1045.32,0.85813,0.76895,0.22515,0.53946,1.22833,0.93692,0.99028,0.98441,0.73537,0.93692,0.99028,0.98441,0.89366,0.91288,0.38492,0.02744,0.47584,1.35753,0.0016337,0.0016337,0.0016337
150,1050.95,0.8458,0.76712,0.21158,0.53542,1.22857,0.92713,0.97778,0.97559,0.71457,0.9166,0.96667,0.95111,0.91062,1.01118,0.35007,0.05136,0.48331,1.3766,0.00163123,0.00163123,0.00163123
151,1056.61,0.85781,0.64218,0.21028,0.54374,1.21822,0.95498,1,0.99182,0.71165,0.93376,0.97778,0.95984,0.91765,0.95183,0.36337,0.01512,0.44549,1.39753,0.00162875,0.00162875,0.00162875
152,1062.25,0.85094,0.7341,0.24002,0.55545,1.22778,0.97784,1,0.99346,0.74094,0.95536,0.97778,0.96198,0.87263,0.93922,0.43745,0.03734,0.44411,1.32491,0.00162628,0.00162628,0.00162628
153,1067.91,0.86297,0.77919,0.2495,0.57546,1.2337,0.95581,0.98889,0.99043,0.73234,0.94497,0.97778,0.97692,0.92354,0.92207,0.35905,0.03567,0.45151,1.35654,0.0016238,0.0016238,0.0016238
154,1073.58,0.85491,0.74926,0.22526,0.55141,1.20878,0.94648,0.98255,0.98245,0.73816,0.93581,0.97188,0.95505,0.90764,0.90452,0.33502,0.02842,0.47283,1.32329,0.00162132,0.00162132,0.00162132
155,1079.28,0.84814,0.71203,0.23608,0.57913,1.22128,0.96005,0.98889,0.98305,0.72152,0.96005,0.98889,0.98305,0.9293,0.92222,0.2975,0.03179,0.51367,1.34022,0.00161885,0.00161885,0.00161885
156,1085.3,0.86966,0.76418,0.23147,0.57035,1.22637,0.96304,1,0.98958,0.71457,0.95234,0.98889,0.97786,0.93904,0.90737,0.31989,0.03063,0.50236,1.35772,0.00161638,0.00161638,0.00161638
157,1091.05,0.88879,0.72254,0.24823,0.58046,1.26071,0.95316,0.98889,0.99029,0.74028,0.93047,0.96667,0.9621,0.93495,0.87,0.30012,0.03499,0.49936,1.29434,0.0016139,0.0016139,0.0016139
158,1103.31,0.90835,0.72867,0.24168,0.56921,1.25866,0.90723,0.97792,0.98092,0.74263,0.87639,0.94534,0.93951,0.89676,0.92041,0.4414,0.02064,0.49122,1.33224,0.00161142,0.00161142,0.00161142
159,1111.67,0.80699,0.70944,0.2275,0.5336,1.19446,0.93545,0.98889,0.97823,0.73584,0.93545,0.98889,0.96126,0.89905,0.9023,0.37177,0.01684,0.45417,1.32939,0.00160895,0.00160895,0.00160895
160,1127.64,0.8488,0.71202,0.22253,0.56035,1.22735,0.94496,0.98889,0.983,0.7447,0.93435,0.97778,0.95435,0.89611,0.90909,0.3591,0.01676,0.44868,1.33168,0.00160648,0.00160648,0.00160648
161,1143.84,0.85699,0.54269,0.21482,0.55831,1.22821,0.93937,0.98889,0.9901,0.73534,0.92824,0.97778,0.96058,0.92042,0.92368,0.35154,0.05007,0.44831,1.36657,0.001604,0.001604,0.001604
162,1151.43,0.85719,0.72617,0.20192,0.55287,1.20795,0.95148,0.98889,0.98575,0.73812,0.95148,0.98889,0.97235,0.92768,0.9002,0.28686,0.01699,0.46955,1.33587,0.00160152,0.00160152,0.00160152
163,1157.09,0.85773,0.68656,0.24218,0.56207,1.23454,0.94425,0.98889,0.98389,0.74321,0.94425,0.98889,0.9713,0.90738,0.88897,0.34259,0.03255,0.46053,1.335,0.00159905,0.00159905,0.00159905
164,1162.78,0.88664,0.70858,0.2433,0.56525,1.23313,0.94484,1,0.98254,0.75066,0.91311,0.96667,0.93793,0.90399,0.88245,0.36957,0.03973,0.49382,1.30926,0.00159658,0.00159658,0.00159658
165,1168.52,0.85239,0.67263,0.21771,0.55312,1.21479,0.96413,1,0.98771,0.73147,0.94271,0.97778,0.95543,0.91794,0.89513,0.30732,0.03287,0.45332,1.32401,0.0015941,0.0015941,0.0015941
166,1174.21,0.83105,0.69446,0.22352,0.54005,1.22011,0.94672,1,0.98925,0.75401,0.91498,0.96667,0.94109,0.88929,0.89375,0.38836,0.0245,0.45777,1.35361,0.00159162,0.00159162,0.00159162
167,1179.93,0.83342,0.63698,0.20621,0.5397,1.20463,0.95742,0.99942,0.98918,0.73535,0.93615,0.97753,0.95453,0.90542,0.91136,0.3624,0.03774,0.47657,1.36984,0.00158915,0.00158915,0.00158915
168,1185.67,0.84035,0.69896,0.21847,0.54444,1.18556,0.95724,1,0.99056,0.73078,0.93587,0.97778,0.9512,0.91844,0.93407,0.33596,0.02685,0.4591,1.37204,0.00158668,0.00158668,0.00158668
169,1191.4,0.79581,0.61322,0.21698,0.54134,1.19022,0.97811,0.9932,0.99208,0.70948,0.95623,0.97098,0.95354,0.92207,0.97583,0.35203,0.02203,0.47695,1.40521,0.0015842,0.0015842,0.0015842
170,1197.13,0.82819,0.65133,0.22895,0.54677,1.22066,0.92624,1,0.98551,0.71478,0.91595,0.98889,0.96515,0.89054,0.94071,0.35465,0.03889,0.48946,1.35978,0.00158173,0.00158173,0.00158173
171,1202.86,0.81896,0.71101,0.23759,0.53074,1.1962,0.95525,0.98889,0.98807,0.73245,0.94451,0.97778,0.97823,0.92784,0.93937,0.2623,0.02544,0.47522,1.36749,0.00157925,0.00157925,0.00157925
172,1208.56,0.8368,0.61687,0.21019,0.55022,1.21094,0.95283,1,0.98631,0.72518,0.94224,0.98889,0.9773,0.91972,0.89961,0.3086,0.01654,0.48677,1.35267,0.00157678,0.00157678,0.00157678
173,1214.25,0.83017,0.67026,0.22312,0.52607,1.19459,0.94671,0.98701,0.98208,0.73406,0.9041,0.94279,0.91386,0.86757,0.88261,0.3908,0.03484,0.50429,1.32548,0.0015743,0.0015743,0.0015743
174,1219.93,0.80342,0.56209,0.19755,0.5307,1.19283,0.96658,1,0.98913,0.75449,0.95585,0.98889,0.96998,0.91544,0.86662,0.31334,0.01425,0.49447,1.3008,0.00157182,0.00157182,0.00157182
175,1225.61,0.82299,0.65039,0.21732,0.54263,1.17774,0.93931,0.97778,0.98721,0.75073,0.92828,0.96667,0.96903,0.90925,0.87946,0.33143,0.01579,0.47358,1.31166,0.00156935,0.00156935,0.00156935
176,1231.29,0.85749,0.65862,0.22256,0.52986,1.23796,0.96802,0.97778,0.99103,0.75959,0.95702,0.96667,0.97426,0.93332,0.92309,0.29072,0.03427,0.46265,1.30744,0.00156688,0.00156688,0.00156688
177,1237.17,0.8334,0.60861,0.20751,0.5513,1.1861,0.96391,0.98889,0.99004,0.71912,0.9614,0.98889,0.99024,0.91712,0.94079,0.28437,0.01591,0.46141,1.38113,0.0015644,0.0015644,0.0015644
178,1242.85,0.80351,0.57157,0.19277,0.52741,1.19118,0.97519,1,0.99196,0.73441,0.95341,0.97778,0.96311,0.92929,0.97052,0.25427,0.02479,0.43242,1.35573,0.00156193,0.00156193,0.00156193
179,1248.53,0.91229,0.58398,0.23399,0.58061,1.25511,0.96292,0.98889,0.99127,0.72554,0.9521,0.97778,0.97764,0.92164,0.93856,0.28066,0.05063,0.44625,1.39887,0.00155945,0.00155945,0.00155945
180,1254.22,0.8198,0.50423,0.20601,0.53452,1.18677,0.96772,0.99939,0.98898,0.74512,0.94622,0.97738,0.95661,0.93722,0.88034,0.30238,0.03272,0.45855,1.32288,0.00155697,0.00155697,0.00155697
181,1259.9,0.80422,0.5531,0.1907,0.54552,1.19428,0.9373,0.99669,0.98371,0.73576,0.92685,0.98558,0.96928,0.90906,0.90338,0.29907,0.03965,0.48019,1.33244,0.0015545,0.0015545,0.0015545
182,1265.57,0.80014,0.57339,0.20639,0.53599,1.19124,0.96553,0.98889,0.98774,0.73465,0.94383,0.96667,0.95625,0.93036,0.9293,0.24843,0.04968,0.44265,1.37186,0.00155203,0.00155203,0.00155203
183,1271.27,0.80346,0.57924,0.21942,0.5096,1.19043,0.94532,0.97778,0.98023,0.71035,0.94532,0.97778,0.97175,0.91801,0.96795,0.26901,0.06145,0.4558,1.38611,0.00154955,0.00154955,0.00154955
184,1276.93,0.82229,0.58378,0.21476,0.52391,1.19902,0.95442,0.98889,0.98592,0.71531,0.92418,0.94808,0.94434,0.91731,0.95026,0.30903,0.0243,0.44235,1.3529,0.00154707,0.00154707,0.00154707
185,1282.63,0.77033,0.67295,0.23597,0.50745,1.17948,0.9574,0.99886,0.99011,0.73219,0.9574,0.99886,0.99011,0.93136,0.93373,0.32878,0.03655,0.43171,1.34336,0.0015446,0.0015446,0.0015446
186,1288.27,0.78715,0.60782,0.19475,0.5165,1.17402,0.95511,1,0.99038,0.729,0.93373,0.97778,0.95822,0.91858,0.90827,0.27432,0.0234,0.4316,1.3185,0.00154213,0.00154213,0.00154213
187,1293.93,0.84672,0.5644,0.22511,0.54747,1.19505,0.94394,1,0.99203,0.74681,0.94211,0.96667,0.96337,0.92335,0.88454,0.28657,0.01816,0.43807,1.30809,0.00153965,0.00153965,0.00153965
188,1299.6,0.82006,0.48975,0.20602,0.54733,1.17593,0.95133,1,0.99145,0.74412,0.93019,0.97778,0.96199,0.93778,0.88228,0.28349,0.01803,0.45921,1.29906,0.00153717,0.00153717,0.00153717
189,1305.26,0.77863,0.60863,0.20648,0.5087,1.18523,0.95494,1,0.98581,0.73248,0.94432,0.98889,0.97578,0.92658,0.90178,0.32147,0.02053,0.44496,1.3331,0.0015347,0.0015347,0.0015347
190,1310.93,0.80908,0.59849,0.2152,0.52194,1.1885,0.94704,0.99354,0.98004,0.73942,0.93645,0.98243,0.96709,0.93742,0.91089,0.26376,0.02953,0.46974,1.3278,0.00153223,0.00153223,0.00153223
191,1316.6,0.81973,0.56909,0.22243,0.53148,1.20035,0.95732,0.99704,0.98463,0.72939,0.94666,0.98593,0.97273,0.93379,0.9306,0.26411,0.03294,0.46005,1.37268,0.00152975,0.00152975,0.00152975
192,1322.28,0.81688,0.53285,0.20194,0.50844,1.21102,0.94166,0.98889,0.98338,0.73488,0.94166,0.98889,0.98338,0.92746,0.97806,0.2868,0.03554,0.4766,1.35652,0.00152728,0.00152728,0.00152728
193,1327.94,0.80352,0.54467,0.18958,0.49269,1.18429,0.96738,0.98854,0.98504,0.74886,0.95651,0.97743,0.97018,0.92889,0.89692,0.24976,0.02474,0.44495,1.32646,0.0015248,0.0015248,0.0015248
194,1333.63,0.81393,0.60934,0.19072,0.51183,1.20789,0.94707,0.99411,0.98225,0.7062,0.95271,1,0.98237,0.92202,1.01985,0.2639,0.02317,0.50971,1.36928,0.00152233,0.00152233,0.00152233
195,1339.31,0.81541,0.54829,0.19225,0.52201,1.19784,0.94735,1,0.98585,0.73628,0.9367,0.98889,0.97017,0.94047,0.8958,0.26673,0.02255,0.43008,1.36778,0.00151985,0.00151985,0.00151985
196,1344.97,0.79234,0.5167,0.18959,0.49533,1.16622,0.95924,0.98889,0.98504,0.73497,0.95924,0.98889,0.98504,0.94951,0.90166,0.28883,0.01441,0.46953,1.34429,0.00151737,0.00151737,0.00151737
197,1350.64,0.78538,0.55491,0.19217,0.50659,1.19012,0.96388,1,0.99062,0.7458,0.94232,0.97778,0.96226,0.91702,0.93732,0.32665,0.01706,0.4242,1.37379,0.0015149,0.0015149,0.0015149
198,1356.29,0.79119,0.53103,0.20768,0.51846,1.18627,0.95421,1,0.99305,0.73974,0.92241,0.96667,0.95237,0.91429,0.91874,0.37087,0.02486,0.42568,1.36149,0.00151243,0.00151243,0.00151243
199,1361.97,0.83224,0.50374,0.20577,0.52096,1.18617,0.96763,0.99631,0.99176,0.73625,0.95684,0.98541,0.97937,0.92671,0.92791,0.26756,0.02056,0.41675,1.37744,0.00150995,0.00150995,0.00150995
200,1367.64,0.78098,0.50489,0.18082,0.49029,1.16851,0.94565,0.9666,0.98425,0.72611,0.90857,0.93333,0.9388,0.90943,0.9335,0.29979,0.0202,0.48485,1.35608,0.00150747,0.00150747,0.00150747
201,1373.3,0.77382,0.5874,0.19692,0.51691,1.15515,0.9264,0.97895,0.98759,0.7206,0.9264,0.97895,0.97541,0.92794,0.93693,0.27962,0.01302,0.45983,1.38115,0.001505,0.001505,0.001505
202,1378.95,0.83947,0.49524,0.19951,0.52528,1.22077,0.97227,1,0.99189,0.73374,0.97227,1,0.99189,0.92708,0.91917,0.25193,0.01502,0.4221,1.33882,0.00150253,0.00150253,0.00150253
203,1384.62,0.81627,0.53173,0.17784,0.49097,1.17821,0.95413,1,0.98811,0.70734,0.94304,0.98889,0.97241,0.92277,0.91276,0.29235,0.02109,0.4531,1.36495,0.00150005,0.00150005,0.00150005
204,1390.29,0.83998,0.57304,0.19793,0.53441,1.22357,0.92679,0.9847,0.97621,0.71026,0.91645,0.97502,0.95608,0.93572,0.93011,0.26703,0.02228,0.45256,1.33185,0.00149758,0.00149758,0.00149758
205,1395.94,0.77379,0.46975,0.19438,0.51683,1.19261,0.93544,0.98889,0.98158,0.70662,0.94596,1,0.98764,0.92687,0.94736,0.26839,0.03137,0.42807,1.43983,0.0014951,0.0014951,0.0014951
206,1401.62,0.79786,0.51112,0.2096,0.50902,1.17023,0.96317,1,0.99043,0.72965,0.95246,0.98889,0.97154,0.92505,0.89292,0.2788,0.04812,0.41314,1.3441,0.00149263,0.00149263,0.00149263
207,1407.27,0.76674,0.52122,0.19337,0.49861,1.15038,0.96444,1,0.98985,0.71537,0.95373,0.98889,0.96782,0.89295,0.91773,0.32716,0.01704,0.42679,1.38047,0.00149015,0.00149015,0.00149015
208,1412.93,0.7935,0.51064,0.17499,0.50054,1.17128,0.97464,1,0.99252,0.72567,0.97464,1,0.99252,0.94973,0.93456,0.25973,0.01577,0.42551,1.39085,0.00148767,0.00148767,0.00148767
209,1418.62,0.80229,0.50293,0.18631,0.50671,1.19957,0.96722,1,0.99357,0.72093,0.93498,0.96667,0.94974,0.93528,0.93274,0.30548,0.0178,0.43178,1.36465,0.0014852,0.0014852,0.0014852
210,1424.27,0.81184,0.52254,0.16616,0.51754,1.1953,0.96223,1,0.99061,0.73018,0.94057,0.97778,0.9588,0.94511,0.96293,0.25351,0.011,0.44192,1.36384,0.00148273,0.00148273,0.00148273
211,1429.93,0.8183,0.50698,0.21293,0.52761,1.21772,0.94976,0.97778,0.96671,0.71222,0.96073,0.98889,0.97743,0.91993,1.00766,0.28198,0.02722,0.46093,1.40296,0.00148025,0.00148025,0.00148025
212,1435.59,0.79169,0.5715,0.17743,0.52637,1.16698,0.96764,0.99683,0.98879,0.72268,0.94608,0.97473,0.96114,0.91133,0.93316,0.31395,0.01115,0.45059,1.37419,0.00147778,0.00147778,0.00147778
213,1441.26,0.76977,0.49205,0.17821,0.49661,1.19202,0.95613,0.9686,0.98978,0.70734,0.93435,0.94891,0.95756,0.92281,0.89401,0.27152,0.01266,0.45641,1.35758,0.0014753,0.0014753,0.0014753
214,1446.92,0.76729,0.44914,0.16827,0.47373,1.16554,0.96759,0.99527,0.9913,0.69312,0.94604,0.97409,0.96486,0.94338,0.93874,0.25975,0.01397,0.45651,1.43313,0.00147283,0.00147283,0.00147283
215,1452.6,0.79737,0.45388,0.17421,0.51297,1.18025,0.9544,0.97778,0.99026,0.72945,0.93238,0.95556,0.96691,0.92713,0.8994,0.2773,0.01599,0.42981,1.3558,0.00147035,0.00147035,0.00147035
216,1458.25,0.78816,0.56607,0.17852,0.52648,1.16438,0.95984,0.98889,0.9913,0.72814,0.948,0.97778,0.97959,0.93301,0.93199,0.25986,0.01729,0.42192,1.39483,0.00146787,0.00146787,0.00146787
217,1463.91,0.82623,0.5945,0.19343,0.54672,1.20849,0.99221,0.98889,0.99489,0.72876,0.98061,0.97778,0.98242,0.96228,0.95384,0.20274,0.02181,0.43458,1.34026,0.0014654,0.0014654,0.0014654
218,1469.58,0.7518,0.39624,0.18728,0.49103,1.1522,0.96736,0.98784,0.99316,0.73416,0.96736,0.98784,0.99316,0.94353,0.89709,0.237,0.01046,0.42169,1.36051,0.00146293,0.00146293,0.00146293
219,1475.23,0.81981,0.48129,0.16618,0.49332,1.17977,0.96772,0.99943,0.99357,0.72301,0.96772,0.99943,0.99357,0.95401,0.95923,0.22546,0.01126,0.42923,1.38774,0.00146045,0.00146045,0.00146045
220,1480.88,0.76369,0.50328,0.18394,0.48065,1.16895,0.978,1,0.98997,0.73089,0.94506,0.96667,0.93749,0.92477,0.90982,0.23437,0.01227,0.42175,1.34813,0.00145798,0.00145798,0.00145798
221,1486.54,0.83517,0.55785,0.1869,0.52761,1.19874,0.96735,1,0.98491,0.73381,0.94573,0.97778,0.95463,0.92153,0.8903,0.23468,0.01053,0.43074,1.34439,0.0014555,0.0014555,0.0014555
222,1492.29,0.77151,0.42916,0.1837,0.50216,1.16459,0.96676,1,0.98332,0.72565,0.95602,0.98889,0.97017,0.94245,0.94774,0.20886,0.01945,0.42117,1.34307,0.00145302,0.00145302,0.00145302
223,1498.05,0.77169,0.43521,0.17972,0.4863,1.15222,0.95294,1,0.98955,0.72587,0.94235,0.98889,0.97496,0.94221,0.93361,0.21334,0.01849,0.4056,1.40487,0.00145055,0.00145055,0.00145055
224,1503.76,0.79249,0.51073,0.17147,0.49573,1.15453,0.97528,0.98889,0.99203,0.72968,0.96418,0.97778,0.97905,0.94431,0.93113,0.22195,0.02756,0.41804,1.36794,0.00144808,0.00144808,0.00144808
225,1509.42,0.76067,0.46277,0.16619,0.47982,1.16156,0.96732,0.98657,0.99178,0.73367,0.95644,0.97579,0.97854,0.94331,0.90547,0.23049,0.01834,0.42441,1.37216,0.0014456,0.0014456,0.0014456
226,1515.08,0.79362,0.43735,0.16028,0.49507,1.16147,0.96161,1,0.99121,0.74402,0.95093,0.98889,0.97727,0.94696,0.87001,0.21333,0.01073,0.40942,1.33524,0.00144312,0.00144312,0.00144312
227,1520.75,0.77214,0.56092,0.19648,0.50695,1.19216,0.9473,0.99862,0.99031,0.73252,0.95422,0.98889,0.96871,0.92419,0.93658,0.25075,0.03164,0.42055,1.3457,0.00144065,0.00144065,0.00144065
228,1526.46,0.74486,0.47078,0.174,0.48752,1.14979,0.96679,1,0.98927,0.72156,0.94524,0.97778,0.95699,0.92879,0.91346,0.24287,0.02462,0.40687,1.38062,0.00143818,0.00143818,0.00143818
229,1532.12,0.76203,0.47584,0.15668,0.47912,1.16456,0.96594,1,0.98751,0.70575,0.94448,0.97778,0.95732,0.92641,0.97215,0.27037,0.01486,0.44497,1.35581,0.0014357,0.0014357,0.0014357
230,1537.77,0.77183,0.45297,0.1785,0.48159,1.17029,0.96486,0.98889,0.98843,0.7395,0.94313,0.96667,0.96146,0.95183,0.89839,0.22487,0.03109,0.41473,1.32019,0.00143322,0.00143322,0.00143322
231,1543.45,0.73991,0.46019,0.17434,0.47699,1.13493,0.96732,0.9868,0.98773,0.73818,0.94556,0.96494,0.95863,0.95336,0.85901,0.22646,0.02314,0.39856,1.29995,0.00143075,0.00143075,0.00143075
232,1549.13,0.75476,0.40324,0.16552,0.48018,1.14701,0.9509,0.98889,0.97417,0.72383,0.9509,0.98889,0.97304,0.96599,0.92897,0.17805,0.0193,0.45176,1.34074,0.00142827,0.00142827,0.00142827
233,1554.79,0.76649,0.55587,0.1878,0.48441,1.1834,0.96195,0.98889,0.98757,0.72603,0.95101,0.97778,0.97359,0.96115,0.87095,0.18123,0.01535,0.42788,1.33256,0.0014258,0.0014258,0.0014258
234,1560.46,0.78065,0.49492,0.19245,0.50325,1.17346,0.96358,1,0.98858,0.73199,0.95288,0.98889,0.97362,0.95376,0.88369,0.19416,0.02425,0.42057,1.32623,0.00142333,0.00142333,0.00142333
235,1566.12,0.77085,0.52445,0.18386,0.48602,1.1873,0.95612,1,0.99227,0.72429,0.9455,0.98889,0.97921,0.96803,0.91046,0.19673,0.04535,0.41388,1.37825,0.00142085,0.00142085,0.00142085
236,1571.77,0.77109,0.59048,0.16445,0.49278,1.16186,0.96634,1,0.99369,0.74882,0.94486,0.97778,0.96371,0.95975,0.9019,0.24321,0.00803,0.4032,1.33895,0.00141838,0.00141838,0.00141838
237,1577.62,0.74759,0.4817,0.17068,0.48288,1.14305,0.96642,1,0.99291,0.73483,0.94495,0.97778,0.96354,0.95525,0.89096,0.22867,0.01747,0.39078,1.336,0.0014159,0.0014159,0.0014159
238,1583.28,0.75465,0.46178,0.17595,0.48588,1.13274,0.95518,1,0.9886,0.73047,0.93386,0.97778,0.95693,0.9428,0.89044,0.25234,0.03959,0.44417,1.32785,0.00141343,0.00141343,0.00141343
239,1588.93,0.77668,0.49857,0.16378,0.50851,1.18791,0.96552,1,0.98983,0.73703,0.95479,0.98889,0.97738,0.95453,0.8874,0.2352,0.01418,0.44095,1.32162,0.00141095,0.00141095,0.00141095
240,1594.61,0.7331,0.39944,0.15093,0.47268,1.13797,0.95272,1,0.98575,0.7406,0.94197,0.98889,0.97314,0.94025,0.86849,0.23551,0.01695,0.42947,1.3351,0.00140847,0.00140847,0.00140847
241,1600.27,0.75098,0.43273,0.14939,0.4907,1.17828,0.95618,1,0.98878,0.74489,0.94539,0.98889,0.97496,0.94533,0.85728,0.21056,0.01998,0.41052,1.31941,0.001406,0.001406,0.001406
